Mod:Item:MetaData, Localized Name
forestry:resources:0, Apatite Ore
forestry:resources:1, Copper Ore
forestry:resources:2, Tin Ore
forestry:resource_storage:0, Block of Apatite
forestry:resource_storage:1, Block of Copper
forestry:resource_storage:2, Block of Tin
forestry:resource_storage:3, Block of Bronze
forestry:ash_brick:0, Ash Bricks
forestry:ash_stairs:0, Ash Brick Stairs
forestry:stamps:0, Stamp (1n)
forestry:stamps:1, Stamp (2n)
forestry:stamps:2, Stamp (5n)
forestry:stamps:3, Stamp (10n)
forestry:stamps:4, Stamp (20n)
forestry:stamps:5, Stamp (50n)
forestry:stamps:6, Stamp (100n)
forestry:letters, Letter
forestry:catalogue, Catalogue
forestry:mailbox:0, Mailbox
forestry:trade_station:0, Trade Station
forestry:stamp_collector:0, Stamp Collector
forestry:mushroom:0, tile.for.mushroom.name
forestry:mushroom:1, tile.for.mushroom.name
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:arboretum:0, Arboretum (Managed)
forestry:arboretum:1, Arboretum (Manual)
forestry:farm_crops:0, Farm (Managed)
forestry:farm_crops:1, Farm (Manual)
forestry:farm_mushroom:0, Mushroom Farm (Managed)
forestry:farm_mushroom:1, Mushroom Farm (Manual)
forestry:farm_gourd:0, Gourd Farm (Managed)
forestry:farm_gourd:1, Gourd Farm (Manual)
forestry:farm_nether:0, Infernal Farm (Managed)
forestry:farm_nether:1, Infernal Farm (Manual)
forestry:farm_ender:0, Ender Farm (Managed)
forestry:farm_ender:1, Ender Farm (Manual)
forestry:peat_bog:0, Peat Bog (Managed)
forestry:peat_bog:1, Peat Bog (Manual)
forestry:habitat_former:0, Habitat Former
forestry:habitat_screen, Habitat Screen
forestry:fluid.bio.ethanol, Ethanol
forestry:fluid.biomass, Biomass
forestry:fluid.glass, Liquid Glass
forestry:fluid.for.honey, Honey
forestry:fluid.ice, Crushed Ice
forestry:fluid.juice, Fruit Juice
forestry:fluid.milk, Milk
forestry:fluid.seed.oil, Seed Oil
forestry:fluid.short.mead, Short Mead
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:honeyed_slice, Honeyed Slice
forestry:ambrosia, Ambrosia
forestry:honey_pot, Honey Pot
forestry:database:0, Database
forestry:worktable:0, Worktable
forestry:apiarist_bag, Apiarist's Backpack
forestry:miner_bag, Mining Backpack
forestry:miner_bag_t2, Woven Mining Backpack
forestry:digger_bag, Digging Backpack
forestry:digger_bag_t2, Woven Digging Backpack
forestry:forester_bag, Foresting Backpack
forestry:forester_bag_t2, Woven Foresting Backpack
forestry:hunter_bag, Hunting Backpack
forestry:hunter_bag_t2, Woven Hunting Backpack
forestry:adventurer_bag, Adventuring Backpack
forestry:adventurer_bag_t2, Woven Adventuring Backpack
forestry:builder_bag, Building Backpack
forestry:builder_bag_t2, Woven Building Backpack
forestry:bottler:0, Bottler
forestry:carpenter:0, Carpenter
forestry:centrifuge:0, Centrifuge
forestry:fermenter:0, Fermenter
forestry:moistener:0, Moistener
forestry:squeezer:0, Squeezer
forestry:still:0, Still
forestry:rainmaker:0, Rainmaker
forestry:fabricator:0, Thermionic Fabricator
forestry:raintank:0, Rain Tank
forestry:book_forester, Forester's Manual
forestry:genetic_filter:0, Genetic Filter
forestry:greenhouse:0, Greenhouse Block
forestry:greenhouse:3, Greenhouse Energy Distributor
forestry:greenhouse:4, Greenhouse Control
forestry:greenhouse:5, Greenhouse Screen
forestry:climatiser:0, Greenhouse Hygroregulator
forestry:climatiser:1, Greenhouse Heater
forestry:climatiser:2, Greenhouse Fan
forestry:climatiser:3, Greenhouse Humidifier
forestry:climatiser:4, Greenhouse Dehumidifier
forestry:greenhouse.window:0, Greenhouse Window
forestry:greenhouse.window_up:0, Greenhouse Roof Window
forestry:charcoal:0, Block of Charcoal
forestry:wood_pile:0, Wood Pile
forestry:wood_pile_decorative:0, Decorative Wood Pile
forestry:ash_block_0:0, Ash Block
forestry:ash_block_1:0, Ash Block
forestry:ash_block_2:0, Ash Block
forestry:ash_block_3:0, Ash Block
forestry:loam:0, Loam
forestry:crate, Crate
forestry:habitat_locator, Habitat Locator
forestry:imprinter, Imprinter
forestry:cart.beehouse:0, Minecart with Bee House
forestry:cart.beehouse:1, Minecart with Apiary
forestry:frame_untreated, Untreated Frame
forestry:frame_impregnated, Impregnated Frame
forestry:frame_proven, Proven Frame
forestry:honey_drop:0, Honey Drop
forestry:pollen:0, Pollen Cluster
forestry:pollen:1, Crystalline Pollen Cluster
forestry:propolis:0, Propolis
forestry:propolis:1, Sticky Propolis
forestry:propolis:3, Silky Propolis
forestry:honeydew, Honeydew
forestry:royal_jelly, Royal Jelly
forestry:wax_cast, Wax Cast
forestry:bee_combs:0, Honey Comb
forestry:bee_combs:2, Simmering Comb
forestry:bee_combs:3, Stringy Comb
forestry:bee_combs:4, Frozen Comb
forestry:bee_combs:5, Dripping Comb
forestry:bee_combs:6, Silky Comb
forestry:bee_combs:7, Parched Comb
forestry:bee_combs:15, Mossy Comb
forestry:bee_combs:16, Mellow Comb
forestry:apiarist_helmet, Apiarist's Hat
forestry:apiarist_chest, Apiarist's Shirt
forestry:apiarist_legs, Apiarist's Pants
forestry:apiarist_boots, Apiarist's Shoes
forestry:scoop, Scoop
forestry:smoker, Bee Smoker
forestry:apiary:0, Apiary
forestry:bee_house:0, Bee House
forestry:bee_chest:0, Apiarist's Chest
forestry:beehives:0, Forest Hive
forestry:beehives:1, Meadows Hive
forestry:beehives:2, Modest Hive
forestry:beehives:3, Tropical Hive
forestry:beehives:4, Ender Hive
forestry:beehives:5, Wintry Hive
forestry:beehives:6, Marshy Hive
forestry:candle:0, Unlit Candle
forestry:stump:0, Candle Stump
forestry:bee_combs_0:0, Honey Comb Block
forestry:bee_combs_0:2, Simmering Comb Block
forestry:bee_combs_0:3, Stringy Comb Block
forestry:bee_combs_0:4, Frozen Comb Block
forestry:bee_combs_0:5, Dripping Comb Block
forestry:bee_combs_0:6, Silky Comb Block
forestry:bee_combs_0:7, Parched Comb Block
forestry:bee_combs_0:15, Mossy Comb Block
forestry:bee_combs_1:0, Mellow Comb Block
forestry:alveary.plain:0, Alveary
forestry:alveary.swarmer:0, Alveary Swarmer
forestry:alveary.fan:0, Alveary Fan
forestry:alveary.heater:0, Alveary Heater
forestry:alveary.hygro:0, Alveary Hygroregulator
forestry:alveary.stabiliser:0, Alveary Stabiliser
forestry:alveary.sieve:0, Alveary Sieve
engineersworkshop:blocktable, Workshop Table
engineersworkshop:upgrade:0, Blank Upgrade
engineersworkshop:upgrade:1, Auto Crafter Upgrade
engineersworkshop:upgrade:2, Storage Upgrade
engineersworkshop:upgrade:3, Charger Upgrade
engineersworkshop:upgrade:4, Speed Upgrade
engineersworkshop:upgrade:5, Queuing Upgrade
engineersworkshop:upgrade:6, Auto Transfer Upgrade
engineersworkshop:upgrade:7, Filter Upgrade
engineersworkshop:upgrade:8, Transfer Capacity Upgrade
engineersworkshop:upgrade:9, Axe Upgrade
microblockcbe:saw_stone, Stone Saw
microblockcbe:saw_iron, Iron Saw
microblockcbe:saw_diamond, Diamond Saw
microblockcbe:stone_rod, Stone Rod
opencomputers:adapter:0, Adapter
opencomputers:assembler:0, Electronics Assembler
opencomputers:cable:11250603, Cable
opencomputers:capacitor:0, Capacitor
opencomputers:case1:0, Computer Case (Tier 1)
opencomputers:case3:0, Computer Case (Tier 3)
opencomputers:case2:0, Computer Case (Tier 2)
opencomputers:chameliumblock:0, Block of Chamelium
opencomputers:charger:0, Charger
opencomputers:disassembler:0, Disassembler
opencomputers:diskdrive:0, Disk Drive
opencomputers:geolyzer:0, Geolyzer
opencomputers:hologram1:0, Hologram Projector (Tier 1)
opencomputers:hologram2:0, Hologram Projector (Tier 2)
opencomputers:keyboard:0, Keyboard
opencomputers:motionsensor:0, Motion Sensor
opencomputers:powerconverter:0, Power Converter
opencomputers:powerdistributor:0, Power Distributor
opencomputers:printer:0, 3D Printer
opencomputers:raid:0, Raid
opencomputers:redstone:0, Redstone I/O
opencomputers:relay:0, Relay
opencomputers:screen1:0, Screen (Tier 1)
opencomputers:screen3:0, Screen (Tier 3)
opencomputers:screen2:0, Screen (Tier 2)
opencomputers:rack:0, Rack
opencomputers:waypoint:0, Waypoint
opencomputers:casecreative:0, Computer Case (Creative)
opencomputers:microcontroller:0, Microcontroller
opencomputers:print:0, 3D Print
opencomputers:robotafterimage:0, Robot
opencomputers:robot:0, robot.name
opencomputers:endstone:0, End Stone
opencomputers:netsplitter:0, Net Splitter
opencomputers:transposer:0, Transposer
opencomputers:carpetedcapacitor:0, Carpeted Capacitor
opencomputers:material:1, Grog
opencomputers:material:10, Arithmetic Logic Unit (ALU)
opencomputers:material:15, Arrow Keys
opencomputers:material:14, Button Group
opencomputers:material:5, Card Base
opencomputers:material:28, Chamelium
opencomputers:material:3, Circuit Board
opencomputers:material:11, Control Unit (CU)
opencomputers:material:0, Cutting Wire
opencomputers:material:29, Diamond Chip
opencomputers:material:12, Disk Platter
opencomputers:material:23, Drone Case (Tier 1)
opencomputers:material:24, Drone Case (Tier 2)
opencomputers:material:25, Drone Case (Creative)
opencomputers:material:27, Ink Cartridge
opencomputers:material:26, Ink Cartridge (Empty)
opencomputers:material:13, Interweb
opencomputers:material:7, Microchip (Tier 1)
opencomputers:material:8, Microchip (Tier 2)
opencomputers:material:9, Microchip (Tier 3)
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
projectred-core:resource_item:0, Circuit Plate
projectred-core:resource_item:1, Conductive Plate
projectred-core:resource_item:2, Wired Plate
projectred-core:resource_item:3, Bundled Plate
projectred-core:resource_item:4, Platformed Plate
projectred-core:resource_item:10, Anode
projectred-core:resource_item:11, Cathode
projectred-core:resource_item:12, Pointer
projectred-core:resource_item:20, Silicon Chip
projectred-core:resource_item:21, Energized Silicon Chip
projectred-core:resource_item:100, Copper Ingot
projectred-core:resource_item:101, Tin Ingot
projectred-core:resource_item:102, Silver Ingot
projectred-core:resource_item:103, Red Alloy Ingot
projectred-core:resource_item:104, Electrotine Alloy Ingot
projectred-core:resource_item:105, Electrotine
projectred-core:resource_item:200, Ruby
projectred-core:resource_item:201, Sapphire
projectred-core:resource_item:202, Peridot
projectred-core:resource_item:250, Sandy Coal Compound
projectred-core:resource_item:251, Red Iron Compound
projectred-core:resource_item:252, Electrotine Iron Compound
projectred-core:resource_item:300, Silicon Boule
projectred-core:resource_item:301, Silicon
projectred-core:resource_item:310, Red Silicon Compound
projectred-core:resource_item:311, Glowing Silicon Compound
projectred-core:resource_item:312, Electrotine Silicon Compound
projectred-core:resource_item:320, Infused Silicon
projectred-core:resource_item:341, Energized Silicon
projectred-core:resource_item:342, Electro Silicon
projectred-core:resource_item:400, Copper Coil
projectred-core:resource_item:401, Iron Coil
projectred-core:resource_item:402, Gold Coil
projectred-core:resource_item:410, Motor
projectred-core:resource_item:420, Woven Cloth
projectred-core:resource_item:421, Sail
projectred-core:resource_item:500, White Illumar
projectred-core:resource_item:501, Orange Illumar
projectred-core:resource_item:502, Magenta Illumar
projectred-core:resource_item:503, Light Blue Illumar
projectred-core:resource_item:504, Yellow Illumar
projectred-core:resource_item:505, Lime Illumar
projectred-core:resource_item:506, Pink Illumar
projectred-core:resource_item:507, Grey Illumar
projectred-core:resource_item:508, Light Grey Illumar
projectred-core:resource_item:509, Cyan Illumar
projectred-core:resource_item:510, Purple Illumar
projectred-core:resource_item:511, Blue Illumar
projectred-core:resource_item:512, Brown Illumar
projectred-core:resource_item:513, Green Illumar
projectred-core:resource_item:514, Red Illumar
projectred-core:resource_item:515, Black Illumar
projectred-core:resource_item:600, Null-Logic Routing Chip
projectred-core:drawplate, Draw Plate
projectred-core:screwdriver, Screwdriver
projectred-core:multimeter, Multimeter
projectred-integration:gate:0, OR Gate
projectred-integration:gate:1, NOR Gate
projectred-integration:gate:2, NOT Gate
projectred-integration:gate:3, AND Gate
projectred-integration:gate:4, NAND Gate
projectred-integration:gate:5, XOR Gate
projectred-integration:gate:6, XNOR Gate
projectred-integration:gate:7, Buffer Gate
projectred-integration:gate:8, Multiplexer
projectred-integration:gate:9, Pulse Former
projectred-integration:gate:10, Repeater
projectred-integration:gate:11, Randomizer
projectred-integration:gate:12, RS Latch
projectred-integration:gate:13, Toggle Latch
projectred-integration:gate:14, Transparent Latch
projectred-integration:gate:15, Light Sensor
projectred-integration:gate:16, Rain Sensor
projectred-integration:gate:17, Timer
projectred-integration:gate:18, Sequencer
projectred-integration:gate:19, Counter
projectred-integration:gate:20, State Cell
